S. No.,Degree,Major,GPA,Year of Graduation,Age,Gender,Internships,Previous Job Title,Industry,Skill1,Skill2,SoftSkill,Certification,JobRole,Work Preference
958,BA,Electronics,5.68,2021.0,44.0,Female,1.0,Consultant,Research,Java,Java,Teamwork,Google Cloud,HR Manager,Hybrid
959,B.Com,Marketing,9.11,2012.0,42.0,Male,2.0,Engineer,Finance,Leadership,Python,Adaptability,None,Software Engineer,In-office
960,B.Tech,Chemistry,6.8,2018.0,26.0,Other,2.0,Junior Developer,Consulting,Java,Java,Teamwork,Google Cloud,Teacher,In-office
961,B.Tech,Chemistry,8.5,2020.0,22.0,Female,3.0,Junior Developer,Research,Python,Java,Communication,None,HR Manager,In-office
962,MBA,Electronics,6.05,2023.0,42.0,Female,4.0,Intern,Manufacturing,SQL,SQL,Problem-Solving,Machine Learning,Teacher,In-office
963,BA,Mathematics,7.25,2007.0,27.0,Other,4.0,Engineer,Education,Excel,Leadership,Communication,Scrum,HR Manager,Remote
964,MBA,Computer,9.73,2019.0,31.0,Female,3.0,Analyst,Manufacturing,Marketing,Excel,Adaptability,Six Sigma,Teacher,Hybrid
965,BA,Mathematics,5.92,2016.0,29.0,Female,4.0,Analyst,Research,Java,Marketing,Problem-Solving,None,Project Manager,In-office
966,MBA,Chemistry,6.44,2024.0,43.0,Male,0.0,Assistant,Education,Java,Python,Problem-Solving,PMP,Mechanical Engineer,In-office
967,BBA,Marketing,5.45,2019.0,37.0,Male,5.0,Assistant,Healthcare,Leadership,Data Analy,Problem-Solving,Google Cloud,Teacher,Remote
968,MBA,Electronics,9.86,2008.0,39.0,Female,4.0,Junior Developer,IT,SQL,Communication,Leadership,Data Science,Project Manager,Remote
969,M.Sc,Computer,5.32,2021.0,41.0,Male,3.0,Junior Developer,Healthcare,Data Analy,Java,Adaptability,Scrum,Teacher,Hybrid
970,B.Tech,Chemistry,9.04,2006.0,42.0,Female,3.0,Analyst,IT,Data Analy,Java,Adaptability,Google Cloud,Data Analyst,In-office
971,BBA,Physics,6.67,2021.0,41.0,Female,1.0,Assistant,Education,SQL,Machine Learning,Leadership,Machine Learning,Project Manager,Hybrid
972,B.Com,Management,9.03,2014.0,34.0,Other,4.0,Analyst,Manufacturing,SQL,Machine Learning,Teamwork,AWS Certified,Teacher,Hybrid
973,M.Sc,Chemistry,6.57,2018.0,41.0,Female,2.0,Intern,Consulting,Java,Java,Problem-Solving,Machine Learning,Researcher,Hybrid
974,B.Com,Electronics,9.33,2019.0,26.0,Male,1.0,Consultant,IT,Leadership,Communication,Problem-Solving,Data Science,Project Manager,In-office
975,M.Sc,Marketing,9.94,2015.0,32.0,Other,2.0,Engineer,Consulting,Communication,SQL,Problem-Solving,None,Accountant,Hybrid
976,BBA,Chemistry,6.21,2010.0,25.0,Male,0.0,Analyst,IT,Python,SQL,Communication,Scrum,HR Manager,Remote
977,B.Sc,Computer,6.85,2010.0,34.0,Female,0.0,Assistant,Finance,Excel,Python,Leadership,Google Cloud,Accountant,Hybrid
978,B.Com,Management,9.41,2019.0,22.0,Female,4.0,Intern,Consulting,SQL,Python,Adaptability,Machine Learning,Project Manager,In-office
979,MBA,Management,9.39,2016.0,43.0,Female,2.0,Assistant,Consulting,Communication,Python,Leadership,PMP,Mechanical Engineer,Hybrid
980,M.Sc,Management,9.02,2017.0,29.0,Other,2.0,Junior Developer,Healthcare,SQL,Marketing,Adaptability,Google Cloud,Data Analyst,Remote
981,M.Sc,Marketing,9.81,2022.0,26.0,Other,3.0,Intern,Finance,Machine Learning,Leadership,Adaptability,PMP,Teacher,In-office
982,MBA,Management,8.66,2018.0,44.0,Other,0.0,Assistant,Research,SQL,SQL,Teamwork,Azure,HR Manager,In-office
983,BA,Management,7.85,2021.0,24.0,Female,3.0,Consultant,IT,Python,Leadership,Teamwork,Six Sigma,Researcher,Hybrid
984,BA,Humanities,6.11,2007.0,43.0,Female,4.0,Intern,IT,Marketing,SQL,Communication,Data Science,Software Engineer,Remote
985,M.Tech,Humanities,5.79,2023.0,34.0,Male,5.0,Analyst,IT,Communication,Data Analy,Communication,Google Cloud,Researcher,Hybrid
986,BA,Chemistry,6.56,2019.0,40.0,Other,3.0,Intern,Finance,Python,Marketing,Problem-Solving,Six Sigma,Researcher,Remote
987,BBA,Management,7.66,2010.0,44.0,Male,3.0,Analyst,Finance,Leadership,SQL,Adaptability,Azure,Accountant,Hybrid
988,M.Sc,Computer,5.8,2015.0,37.0,Male,3.0,Engineer,Manufacturing,Marketing,Python,Communication,Six Sigma,Software Engineer,Remote
989,B.Sc,Chemistry,6.44,2020.0,34.0,Female,2.0,Junior Developer,IT,Machine Learning,Communication,Teamwork,Machine Learning,Data Analyst,In-office
990,MBA,Electronics,9.78,2018.0,42.0,Male,5.0,Assistant,Manufacturing,Machine Learning,Python,Teamwork,Scrum,Software Engineer,In-office
991,BA,Chemistry,6.12,2014.0,42.0,Female,4.0,Analyst,Research,Data Analy,Python,Adaptability,Six Sigma,Researcher,Remote
992,PhD,Computer,6.5,2012.0,31.0,Male,3.0,Assistant,Education,Leadership,SQL,Adaptability,Google Cloud,Business Analyst,In-office
993,B.Com,Management,7.13,2011.0,37.0,Male,2.0,Consultant,Healthcare,Marketing,Marketing,Problem-Solving,Azure,Teacher,Hybrid
994,B.Tech,Mathematics,6.32,2024.0,45.0,Female,3.0,Junior Developer,IT,Python,Data Analy,Teamwork,Data Science,Project Manager,Hybrid
995,BA,Management,8.35,2006.0,21.0,Female,2.0,Junior Developer,Healthcare,Excel,SQL,Communication,Scrum,Researcher,Remote
996,B.Sc,Marketing,9.42,2008.0,36.0,Female,4.0,Consultant,Education,Marketing,Communication,Adaptability,Machine Learning,Project Manager,Hybrid
997,M.Sc,Mathematics,9.59,2012.0,39.0,Female,3.0,Engineer,Finance,Java,Communication,Communication,Machine Learning,Data Analyst,In-office
998,M.Tech,Management,8.07,2022.0,44.0,Other,1.0,Engineer,Manufacturing,Python,SQL,Adaptability,CCNA,Accountant,Hybrid
999,B.Tech,Humanities,9.72,2008.0,35.0,Male,3.0,Intern,Education,Communication,Python,Leadership,Data Science,Teacher,Hybrid
1000,BA,Electronics,5.76,2006.0,28.0,Other,4.0,Engineer,Finance,Marketing,Communication,Teamwork,PMP,Data Analyst,Hybrid
